sample_id,measurement_id,label,data_source,s11_max_db,s11_min_db,s11_mean_db,s11_median_db,s11_std_db,s11_range_db,s11_slope,s11_auc,s11_max_frequency_ghz,s11_min_frequency_ghz,s11_strongest_prominence_db,s21_max_db,s21_min_db,s21_mean_db,s21_median_db,s21_std_db,s21_range_db,s21_slope,s21_auc,s21_max_frequency_ghz,s21_min_frequency_ghz,s21_strongest_prominence_db
C01-S004,C01-S004-M02,Normal,SIMULATED,-9.104526309387577,-15.16832364420764,-11.210104403146305,-10.869869859777054,1.3126070359108166,6.0637973348200624,0.6217227340066203,-16.81969457184127,2.92875,2.1487499999999997,5.652092455533957,-3.086485858617831,-7.424661500470387,-5.0740580284837495,-5.162144926050531,0.8051538035268769,4.3381756418525566,-1.084985397198129,-7.613041594980278,1.50375,2.13375,2.8541175192416643
C01-S004,C01-S004-M03,Normal,SIMULATED,-8.610227944616716,-15.262442153570994,-11.241402213726179,-10.937771377947465,1.2735674610681873,6.652214208954279,0.486378985065978,-16.868279593982848,2.99625,2.1975,5.540543591707298,-3.0618975690620007,-7.063323355496663,-5.0901137940206045,-5.158692397449914,0.8165191773391496,4.0014257864346625,-1.0664197485757638,-7.638082422466523,1.54875,2.2125,2.4654240059637598
C01-S005,C01-S005-M01,Normal,SIMULATED,-9.622237430290989,-15.159683827272891,-11.187422277229684,-10.947491267200203,1.0153561275533065,5.5374463969819026,0.22026336791546539,-16.78341644751119,2.9475,2.19375,5.367357679946874,-2.928826389974695,-7.04583805195409,-4.877331484147404,-5.041531616346517,0.7502998211674121,4.117011661979395,-1.2778996057156267,-7.317261360514483,1.65,2.20125,2.3556975178424224
C01-S005,C01-S005-M02,Normal,SIMULATED,-9.460630975025506,-15.375963213339974,-11.173213313133617,-10.923106808074223,0.9815879984154634,5.915332238314468,0.1518802693373881,-16.76264509655421,2.96625,2.2125,5.51515735013936,-3.1296658608897765,-6.843315815338871,-4.856681572294903,-5.005548847909478,0.7695816400695028,3.713649954449094,-1.3431529715427732,-7.286288085050277,1.62,2.20875,2.377433072123573
C01-S005,C01-S005-M03,Normal,SIMULATED,-9.389706080526722,-15.195216787971457,-11.192866912502364,-10.955492324108086,0.9994327929081946,5.805510707444736,0.2595718823780025,-16.793640153886788,3.0,2.19375,5.449774754452827,-3.1232594502408,-6.709190782563832,-4.86571166490713,-5.0521710486350555,0.7611472493937939,3.5859313323230317,-1.2916275061080693,-7.29865821520713,1.68,2.205,2.1995181128425543
C01-S006,C01-S006-M01,Normal,SIMULATED,-10.812621542146767,-16.714637468651773,-12.877665664872973,-12.545903024269865,1.2051506785519195,5.9020159265050065,0.3595098661826732,-19.319408537860745,2.97375,2.2275,5.15988562148582,-2.9311995004713647,-6.5779998199288165,-4.600230151745024,-4.717114977352541,0.8246048558981559,3.646800319457452,-1.2153006760274732,-6.903323890117045,1.5,2.235,2.467031643206046
C01-S006,C01-S006-M02,Normal,SIMULATED,-10.92167864334067,-16.738725694593228,-12.864708444618742,-12.557207925937252,1.2164522814344914,5.817047051252558,0.4220421882030886,-19.302154727438506,3.0,2.23125,5.0893702530016665,-2.850220755860237,-6.691117731232858,-4.6143979930727586,-4.7329060972536565,0.8003508957474097,3.8408969753726208,-1.1652457576547157,-6.924720002925638,1.5975,2.23125,2.5788048532329944
C01-S006,C01-S006-M03,Normal,SIMULATED,-10.877540457142167,-16.988183344535045,-12.82661324162582,-12.498422195376945,1.231440800555169,6.110642887392878,0.33949776759961814,-19.24246925132599,2.8125,2.21625,5.626751037617582,-2.9337599945879247,-6.879208726271794,-4.62088499460884,-4.730598712494778,0.8061039034791119,3.9454487316838693,-1.1427662757589399,-6.932202934784545,1.545,2.235,2.843238699872474
C01-S007,C01-S007-M01,Normal,SIMULATED,-9.052131167656455,-15.48558807616027,-11.074426767341743,-10.777615251066731,1.2846828431130985,6.433456908503816,0.5445281086275696,-16.615548673528888,2.8499999999999996,2.15625,5.736798159892208,-3.0149782018044595,-7.059703782594351,-5.026838884093647,-5.093617335788373,0.7967254461841372,4.044725580789891,-1.0751522212216824,-7.541183571644277,1.5225,2.1675,2.478561238520462
C01-S007,C01-S007-M02,Normal,SIMULATED,-9.032497696769711,-15.51910384242911,-11.100859646501455,-10.794926708976895,1.29138166693216,6.486606145659399,0.5754305065822595,-16.655862202995532,2.92875,2.1675,5.592884762370467,-3.1488947705413106,-7.241232155284455,-5.025724263966077,-5.099194338470317,0.8017716190435463,4.092337384743145,-1.1006344489017827,-7.541480676009787,1.5225,2.17125,2.9114023188335363
C01-S007,C01-S007-M03,Normal,SIMULATED,-8.852353017151101,-15.603154182632547,-11.09047248994688,-10.762329639089222,1.2850533248732017,6.750801165481446,0.5425896531350457,-16.638888920581653,2.95875,2.1975,5.858655394844762,-3.066700132704623,-7.647202554681347,-5.009803218213223,-5.079666123429493,0.8228669843122958,4.580502421976725,-1.0957922807038352,-7.517971444990614,1.5,2.1862500000000002,3.257064534610623
C01-S008,C01-S008-M01,Normal,SIMULATED,-10.666901499547196,-16.202959407172735,-12.649558577387555,-12.34777217009203,1.2038618336334368,5.536057907625539,0.5011554869587223,-18.97760395266014,2.7975,2.1262499999999998,5.03356236474243,-2.8403119498639935,-6.7200773537420515,-4.749699522793572,-4.910000335404269,0.7686333803585548,3.879765403878058,-1.0814400254301693,-7.125641950785429,1.51125,2.1675,2.3734323742369954
C01-S008,C01-S008-M02,Normal,SIMULATED,-10.902514968665656,-16.47062175936164,-12.671413852987515,-12.40652727021865,1.2061394693784808,5.568106790695985,0.6113391509644707,-19.01017082153492,2.9212499999999997,2.16,5.194654546187385,-2.9600893892105087,-6.512099223546819,-4.785202869283943,-4.96822007698162,0.7724930597393797,3.5520098343363107,-1.1357192616460337,-7.180348538579411,1.68375,2.175,2.13952197524185
C01-S008,C01-S008-M03,Normal,SIMULATED,-10.605259544652162,-16.108584703495445,-12.662628678638791,-12.36296630930457,1.1991986971878625,5.503325158843284,0.6044865180429918,-18.99654178099953,2.9924999999999997,2.16,4.9332092399387655,-3.0058757878763886,-6.516792200240519,-4.765036417546412,-4.924188214332779,0.7858013928526745,3.5109164123641303,-1.1170030408622051,-7.149094229698009,1.52625,2.1675,2.11423277766791
C01-S009,C01-S009-M01,Normal,SIMULATED,-10.508674485145175,-15.853417744410768,-12.215216258825457,-11.949383183659572,1.1139072598760116,5.344743259265593,0.42742482609550037,-18.32553941323201,2.98875,2.13375,5.118541832171012,-2.951319600010899,-6.386474471432782,-4.683767132079606,-4.8494817932577,0.7482324960394663,3.4351548714218834,-1.1679564996834044,-7.0258995472986445,1.665,2.16375,2.2628111773465847
C01-S009,C01-S009-M02,Normal,SIMULATED,-10.629288370582314,-15.98386422599047,-12.238094661465928,-11.982586479816797,1.1110264504090483,5.3545758554081555,0.4477830607799868,-18.36103225623705,2.98875,2.175,5.309916137238471,-3.0016971133189503,-6.594739536974599,-4.738853687178137,-4.909890827374258,0.7350935204198047,3.5930424236556484,-1.1029817145330727,-7.110231736656238,1.64625,2.16,2.1684998267513214
C01-S009,C01-S009-M03,Normal,SIMULATED,-10.532671895940338,-16.14521539398475,-12.264426693594098,-11.972485685442969,1.0814051377524223,5.6125434980444115,0.4239727870628167,-18.399398993441807,2.985,2.17125,5.319950502761278,-3.0118370173223497,-6.439383204268744,-4.7181687328672,-4.87848998816395,0.7477016999481271,3.427546186946395,-1.2049014368259958,-7.078471589948987,1.68,2.16375,2.1286104982373084
C01-S010,C01-S010-M01,Normal,SIMULATED,-9.68779282745778,-15.567850950198087,-11.754106419558273,-11.442668104274828,1.2042000934439239,5.880058122740307,0.4952329794295926,-17.63454325947104,2.84625,2.16375,5.058902003092447,-3.269075633269814,-6.863910873277112,-4.8759295850105735,-5.021066182085305,0.7960194443538738,3.594835240007298,-1.1396293983132977,-7.314469089784318,1.60125,2.205,2.350068459119326
C01-S010,C01-S010-M02,Normal,SIMULATED,-9.768915726238937,-15.850824320885371,-11.742232309533497,-11.44631592030248,1.2046840913395311,6.081908594646434,0.48722201712567764,-17.61707663247921,2.9025,2.15625,5.4817515287402045,-3.256631299276108,-6.928503991891223,-4.847763862265532,-4.982113808695634,0.7787352538511735,3.6718726926151146,-1.121855426900807,-7.27369833607296,1.845,2.16,2.5893001000922498
C01-S010,C01-S010-M03,Normal,SIMULATED,-9.816139204164475,-15.732004649627733,-11.719585430713927,-11.388457711272828,1.2293087960523073,5.9158654454632575,0.5485416050393164,-17.582464578321684,2.90625,2.16,5.552809143589261,-3.0758763577704453,-6.796555986415358,-4.876253446970811,-4.9950649728311,0.802900304232462,3.7206796286449126,-1.1624160192434103,-7.314821315854913,1.50375,2.1825,2.445563749141842
C02-S001,C02-S001-M01,Crack Risk,SIMULATED,-9.975478335816454,-15.936385995523592,-11.899811449544856,-11.610298962921046,1.2643431396213756,5.9609076597071375,0.28759645924280214,-17.852468270630197,2.83125,2.2199999999999998,5.605336420695224,-3.3088999431393344,-7.106080866359567,-5.001105496470116,-5.159873691753857,0.8638150400598077,3.7971809232202323,-1.2624850733372859,-7.504306135308201,1.5975,2.2424999999999997,2.549001913492229
C02-S001,C02-S001-M02,Crack Risk,SIMULATED,-9.997557150659961,-15.841733664770391,-11.940109272155063,-11.622494728018662,1.26587015353918,5.84417651411043,0.34369831207403856,-17.913670230757134,2.86125,2.1825,5.4477955950069425,-3.1945196828012468,-7.189867306171494,-4.983664855290648,-5.162952529868674,0.8452157892742623,3.995347623370247,-1.2201006691257101,-7.477792005507871,1.5,2.21625,2.503441108872722
C02-S001,C02-S001-M03,Crack Risk,SIMULATED,-10.120141781625806,-16.04828596974446,-11.92283023468017,-11.635840758130033,1.29886541760528,5.928144188118653,0.296969423059473,-17.88552292321495,2.8575,2.1975,5.693438951714384,-3.090268892054083,-7.433476831435025,-4.992442351538155,-5.164550575706795,0.8530932427941977,4.3432079393809415,-1.2455728715380325,-7.49127714533452,1.6875,2.21625,2.9726614466648913
C02-S002,C02-S002-M01,Crack Risk,SIMULATED,-8.572157192734839,-14.856641218878748,-10.850174555061358,-10.487442972589154,1.4308679656194605,6.284484026143909,0.5549300329848291,-16.27929204183661,2.91375,2.20125,5.556971006260715,-3.6202176571027223,-7.615072743270927,-5.446558355684389,-5.575652771628133,0.898177081359491,3.994855086168205,-1.1454476773574067,-8.17295740463249,1.62375,2.1862500000000002,2.7784572653949065
C02-S002,C02-S002-M02,Crack Risk,SIMULATED,-8.467273167093385,-14.944443532692627,-10.852598791767445,-10.493869427070633,1.4252117509628155,6.4771703655992425,0.529994143232514,-16.284087771718525,2.94,2.20125,5.699043340450526,-3.5769877360917324,-7.458025655235747,-5.479435477155324,-5.629695144605787,0.8956421090538844,3.8810379191440143,-1.127914277990761,-8.220213496175248,1.74375,2.22375,2.527218785201363
C02-S002,C02-S002-M03,Crack Risk,SIMULATED,-8.78336635800578,-14.99117304904523,-10.869558530991664,-10.493652322501541,1.4137620823429236,6.207806691039449,0.4069885132596177,-16.309436880732413,2.8425000000000002,2.1975,5.685570632380875,-3.6369584653559457,-7.766764213911617,-5.471660211369032,-5.635119069134623,0.913432580701743,4.129805748555671,-1.1841818273768079,-8.209800808511366,1.755,2.2125,2.8381876320518646
C02-S003,C02-S003-M01,Crack Risk,SIMULATED,-9.411720227894174,-16.459980637166826,-11.800653906462472,-11.403675743969593,1.4681844395550554,7.048260409272652,0.4640598903260134,-17.705574423617804,2.9025,2.21625,6.363549968543735,-3.0851491934699276,-7.574426420187712,-5.138646891693965,-5.2078511512669605,0.9393161761984933,4.4892772267177845,-1.1380751766706159,-7.711380133175634,1.5375,2.1975,2.8905646100956437
C02-S003,C02-S003-M02,Crack Risk,SIMULATED,-9.400360764328333,-16.601413659770863,-11.811531769276016,-11.436179049426121,1.4707293266315253,7.20105289544253,0.5589198626766415,-17.722421482018937,2.88375,2.1975,6.422340054058621,-3.1661440047792646,-7.601238393983097,-5.126021170431865,-5.194850462115003,0.9335966271488794,4.435094389203833,-1.1535054515993364,-7.6918590873769155,1.515,2.2125,2.902363932719542
C02-S003,C02-S003-M03,Crack Risk,SIMULATED,-9.573591306448193,-16.1034310802831,-11.796067018076757,-11.406368712256965,1.4507721571103454,6.529839773834908,0.5043344211621306,-17.69983035085511,2.895,2.21625,6.185627675260317,-3.264998866239006,-7.749404221852691,-5.152647121527073,-5.226517430801442,0.9237943150852024,4.484405355613685,-1.1158538612518272,-7.731088074594747,1.50375,2.20125,3.1512494028806524
C02-S004,C02-S004-M01,Crack Risk,SIMULATED,-10.372807987910184,-16.482615933645537,-12.593331045603534,-12.180247275837209,1.3697276171060901,6.109807945735353,0.26314111759071646,-18.894329771511877,3.0,2.1975,5.693969088581099,-2.9759635599348178,-7.196923530833836,-4.9976800545052225,-5.088396518265759,0.9097949022163567,4.220959970899019,-1.229290872801108,-7.499304551418817,1.58625,2.2125,2.5836115903033674
C02-S004,C02-S004-M02,Crack Risk,SIMULATED,-10.102932737483107,-16.79223714917551,-12.579514218244881,-12.095475638366407,1.4217961443073408,6.689304411692403,0.3646278051788762,-18.87274943205267,2.9924999999999997,2.19,6.354342746492424,-2.9814893788998424,-7.112025693858978,-4.991205637070409,-5.110845623501803,0.8902727793032216,4.130536314959135,-1.2471923089225097,-7.489876463170807,1.53,2.20125,2.6025359961262886
C02-S004,C02-S004-M03,Crack Risk,SIMULATED,-10.413574243332294,-16.887204353432463,-12.581920491686763,-12.168051235129797,1.3980773087201788,6.473630110100169,0.17043746725308345,-18.879172766163972,3.0,2.2424999999999997,6.226399350494523,-2.743818768186861,-7.392535657737112,-4.998951525287195,-5.149205734081008,0.943710060718972,4.6487168895502515,-1.307932222370991,-7.502775329749031,1.5225,2.22375,2.8959983861113283
C02-S005,C02-S005-M01,Crack Risk,SIMULATED,-9.428629852394183,-15.706529614358237,-11.4850997724794,-11.105170312465617,1.3017068952376605,6.277899761964054,0.12214308994796091,-17.232158138250206,1.57125,2.2199999999999998,6.242583844211396,-3.17843073264901,-7.478683189965981,-5.040215497533153,-5.173937937124849,0.9022988548658151,4.3002524573169705,-1.3243204489565101,-7.561680455754518,1.63125,2.2424999999999997,2.7381653009810707
C02-S005,C02-S005-M02,Crack Risk,SIMULATED,-9.6778437685102,-15.528189334660397,-11.494443260968664,-11.132491907740462,1.2779512105396007,5.850345566150196,0.16835721019465597,-17.244671059343176,2.9175,2.265,5.61042093837756,-3.1467887345157894,-7.431447793049423,-5.049324050974729,-5.171911981141098,0.8895204407440063,4.2846590585336335,-1.3001333216468627,-7.576624444747061,1.575,2.21625,3.0682455640534396
C02-S005,C02-S005-M03,Crack Risk,SIMULATED,-9.305037682210711,-15.894659498710848,-11.483130895913238,-11.120708968741278,1.3054933545833727,6.589621816500136,0.1648062912416631,-17.227699413122593,2.985,2.235,6.086344515011676,-3.1080148086235333,-7.43369119129242,-5.030280927760437,-5.1647072721883935,0.9113260027115888,4.325676382668886,-1.3361769680412545,-7.547509492981707,1.50375,2.22375,2.7593553587080653
C02-S006,C02-S006-M01,Crack Risk,SIMULATED,-9.181126569993891,-15.164940251722891,-11.11638759677035,-10.744110939609781,1.2695735006108546,5.983813681729,-0.02031746923202109,-16.676726872069885,1.71,2.23125,5.712303929159427,-3.352855107593457,-7.277610389753834,-5.171067411751538,-5.325660784545794,0.8980912000915117,3.9247552821603766,-1.361285690207141,-7.758701671743341,1.61625,2.265,2.4529709056563833
C02-S006,C02-S006-M02,Crack Risk,SIMULATED,-9.035452219293301,-15.459876529932826,-11.151178943183359,-10.747831555458218,1.2622724128732767,6.424424310639525,0.1286874309729673,-16.731532860582874,2.98875,2.23125,5.949529527596592,-3.2300484438891464,-7.384106052638559,-5.151674924113065,-5.292254263294198,0.8683414655019275,4.154057608749413,-1.2989541364846617,-7.728908546450896,1.60125,2.2275,2.58532747143236
C02-S006,C02-S006-M03,Crack Risk,SIMULATED,-9.225882772023025,-15.628041157380856,-11.156350584661423,-10.787763769123515,1.261534851735776,6.402158385357831,0.11799151969938793,-16.73733598275311,2.96625,2.2424999999999997,6.099000333777209,-3.259439523627724,-7.575177804878901,-5.158157132209577,-5.2917193072522535,0.9070180910336503,4.3157382812511775,-1.342961048304406,-7.737459298811236,1.66875,2.2424999999999997,3.0114074623332883
C02-S007,C02-S007-M01,Crack Risk,SIMULATED,-10.082792541842483,-16.369671356529608,-11.86871143904913,-11.60242950324961,1.1906668378614478,6.286878814687125,0.40844796028210406,-17.805133082112228,2.88375,2.20125,5.878264763597551,-3.280299868012761,-6.978149942936971,-4.892673559556874,-5.027397334514036,0.7956646773851845,3.6978500749242103,-1.1332484344027671,-7.340592301994489,1.8075,2.2199999999999998,2.4768993997479365
C02-S007,C02-S007-M02,Crack Risk,SIMULATED,-10.230122576430222,-16.123998689735526,-11.887014748083294,-11.622639759888655,1.2173033179683381,5.8938761133053035,0.36365529546938274,-17.833030589623906,2.9625,2.175,5.615977906559557,-3.1549510977836603,-7.324502464631,-4.895115670799039,-5.0359177941271955,0.8370316275035343,4.16955136684734,-1.1458371351456673,-7.343735309957507,1.53375,2.20125,2.995047903067518
C02-S007,C02-S007-M03,Crack Risk,SIMULATED,-10.113046225759312,-16.097098704773796,-11.858541319070707,-11.551094593544933,1.2073970134758538,5.984052479014483,0.311370838539341,-17.788986672054197,2.8987499999999997,2.20125,5.887891630934028,-3.2103401799867957,-7.188272923572635,-4.863339709221618,-5.004692688342617,0.8255627057757902,3.977932743585839,-1.2080552690167095,-7.296734657122842,1.7325,2.20125,2.6940958370507797
C02-S008,C02-S008-M01,Crack Risk,SIMULATED,-9.995334496375282,-16.88344926147694,-12.577423945916848,-12.192883815312243,1.4059169221234527,6.888114765101658,0.5995602081988942,-18.871193828280454,2.97375,2.175,6.112516869915535,-3.105667531853455,-7.2605079668961645,-4.860076968957457,-4.911420815071974,0.8728200221488913,4.1548404350427095,-1.0360491210022107,-7.29351057535836,1.56375,2.175,2.7866630292553607
C02-S008,C02-S008-M02,Crack Risk,SIMULATED,-10.337464768683633,-16.929609227365255,-12.600535105270987,-12.268979092069715,1.3953471308230536,6.592144458681622,0.6349884660885547,-18.905344520644242,2.9775,2.1525,5.925646397684817,-2.8433705339247353,-7.300438571117146,-4.848951970348717,-4.894217523374478,0.8707316071607505,4.4570680371924105,-1.0398397376656507,-7.275364049667863,1.51875,2.1675,3.0351822313908947
C02-S008,C02-S008-M03,Crack Risk,SIMULATED,-10.275282338583269,-16.966631432393555,-12.564544862733777,-12.223456662296027,1.419164948954954,6.691349093810286,0.6666245171969801,-18.85319899615994,1.62375,2.145,6.683215940946308,-2.946894866721167,-7.31281497845057,-4.852688676844032,-4.897367740742099,0.8771216937643664,4.365920111729403,-1.0060246096833207,-7.281252825385378,1.515,2.2125,3.06529985026281
C02-S009,C02-S009-M01,Crack Risk,SIMULATED,-10.74727234609655,-17.641339569646206,-13.173564102230648,-12.792416428709315,1.4516137938348461,6.894067223549657,0.24185279640047452,-19.76653430910379,2.94,2.2125,6.386644156951629,-2.7638063705354265,-7.332088052351711,-4.847747757186193,-4.926676199661967,0.9376224023552677,4.568281681816284,-1.2231734439601234,-7.274274080900787,1.6575,2.2275,2.8890404327111954
C02-S009,C02-S009-M02,Crack Risk,SIMULATED,-10.797960257837822,-17.62349712886371,-13.175894557408279,-12.781784578275165,1.4447602589536892,6.825536871025889,0.25712721109845227,-19.767907780404045,2.99625,2.20875,6.1951357954745205,-2.8853573346272516,-7.074791978774812,-4.841620407160425,-4.939981271613863,0.9331274036483909,4.1894346441475605,-1.2069434476646241,-7.264406945677186,1.55625,2.25,2.66746068013314
C02-S009,C02-S009-M03,Crack Risk,SIMULATED,-10.756193329849344,-17.51551986707392,-13.175452802722775,-12.790619248796276,1.452461991700606,6.759326537224576,0.23813057421257833,-19.769215509667905,2.955,2.24625,6.125358782968355,-2.7855340437983434,-7.17615273288669,-4.868023850329049,-4.942425074038275,0.9522869833689056,4.390618689088347,-1.272552250561428,-7.305399843588551,1.575,2.26125,2.6331640870347908
C02-S010,C02-S010-M01,Crack Risk,SIMULATED,-10.589498118431566,-17.068322244220777,-12.550564711324514,-12.186978077375274,1.3453153991079516,6.478824125789211,0.2241938568309641,-18.829912654763763,2.9625,2.25375,5.922620557118519,-2.5725083793837826,-7.271118767822034,-4.695853910088133,-4.790570552957443,0.913117832998214,4.698610388438251,-1.2824897635700463,-7.045903414875811,1.50375,2.2275,3.02480829370561
C02-S010,C02-S010-M02,Crack Risk,SIMULATED,-10.384959878433529,-17.592663042384466,-12.547670787362106,-12.17069802196553,1.3605733999111655,7.207703163950937,0.22556521053282047,-18.826351037252678,2.9625,2.2424999999999997,6.424893836550822,-2.817946988594457,-7.208492087670003,-4.693642238676155,-4.815849780969758,0.8907845113882663,4.390545099075546,-1.2815643518985314,-7.042277480674841,1.53,2.20875,3.0550742320529567
C02-S010,C02-S010-M03,Crack Risk,SIMULATED,-10.426274781088651,-17.30718206636404,-12.566981060915856,-12.175248891078398,1.3441064435725127,6.880907285275388,0.1627455845965359,-18.854115135759578,2.9437499999999996,2.2575,5.966474611588657,-2.7202807458768232,-7.423710874796212,-4.704296060878669,-4.8020960885099475,0.9313895509144555,4.703430128919389,-1.355964039057174,-7.058548427369107,1.5825,2.24625,3.2153672654408787
C03-S001,C03-S001-M01,High Fracture Risk,SIMULATED,-10.914338584640001,-17.5265926844658,-13.095495579846979,-12.707013685356614,1.4044343206767758,6.612254099825799,-0.15025973067494142,-19.647017566761747,2.89125,2.30625,6.168456236927309,-3.0672128437809665,-7.697076772057194,-4.842053696982134,-4.943575324692876,0.9895323314232588,4.629863928276228,-1.423952179201959,-7.265373327231891,1.51125,2.3175,3.4356515850599223
C03-S001,C03-S001-M02,High Fracture Risk,SIMULATED,-10.995383944293675,-17.609949637060158,-13.113048276355526,-12.732692087809923,1.3875758046681215,6.614565692766483,-0.08019757068091406,-19.673979733347927,2.92875,2.29875,6.222419131667424,-3.0783293998693093,-7.3560712575398455,-4.850067613027594,-4.999773949221732,1.00277285990025,4.277741857670536,-1.4727038853029135,-7.276772890000166,1.80375,2.30625,2.871067732884395
C03-S001,C03-S001-M03,High Fracture Risk,SIMULATED,-10.940141308803572,-17.385081402657413,-13.089182562670397,-12.704433105828812,1.4272125832175473,6.444940093853841,-0.04780237722537337,-19.638001854091897,2.88,2.3137499999999998,5.949368122931498,-3.1188782084862754,-7.518490046785894,-4.837695757020985,-4.942427404558537,0.9852423536072206,4.399611838299618,-1.4276521737854098,-7.258088476634892,1.5075,2.29125,3.1560373688426075
C03-S002,C03-S002-M01,High Fracture Risk,SIMULATED,-10.037853410724065,-16.404422978378413,-11.926769736013307,-11.528999696394,1.3887261950895478,6.366569567654349,0.40224128130399744,-17.892938372911978,2.7487500000000002,2.1825,6.136311805712587,-3.415750523239883,-7.611217233513116,-5.105300976623251,-5.232368911204729,0.9091900563165238,4.195466710273234,-1.1465662556061602,-7.659184416355269,1.70625,2.205,3.2871732659474118
